Date,oil,dxy,nokusd,eurusd,gbpusd
10/1/1985,28.3,131.15,7.96,1.2092,0.7123
10/2/1985,28.3,130.92,7.871,1.1939,0.707
10/3/1985,29.05,129.88,7.9075,1.1931,0.7042
10/4/1985,28.75,130.37,7.821,1.1802,0.7056
10/7/1985,28.6,131.06,7.9375,1.194,0.705
10/8/1985,28.75,130.98,7.881,1.1945,0.7067
10/9/1985,28.7,130.88,7.8825,1.1938,0.706
10/10/1985,28.3,131.3,7.903,1.2006,0.7081
10/11/1985,28.3,131.29,7.915,1.2006,0.7095
10/14/1985,27.65,131.29,7.911,1.2029,0.7072
10/15/1985,28.05,131.45,7.917,1.2038,0.7075
10/16/1985,28.1,132.38,7.982,1.212,0.7093
10/17/1985,28.15,130.96,7.97,1.1995,0.7062
10/18/1985,27.95,130.51,7.915,1.1926,0.7005
10/21/1985,28.25,130.39,7.861,1.1898,0.6974
10/22/1985,28.15,130.68,7.915,1.193,0.6974
10/23/1985,28.3,130.48,7.915,1.1927,0.6973
10/24/1985,28.6,131.03,7.934,1.1974,0.7021
10/25/1985,28.75,130.99,7.9435,1.1965,0.7019
10/28/1985,28.9,130.47,7.928,1.1966,0.7003
10/29/1985,28.53,129.64,7.901,1.1902,0.6957
10/30/1985,28.95,129.56,7.8575,1.1813,0.6931
10/31/1985,29.1,129.39,7.865,1.1824,0.692
11/1/1985,28.95,128.69,7.86,1.1827,0.6959
11/4/1985,28.95,128.47,7.8065,1.1747,0.6949
11/5/1985,28.95,129.07,7.85,1.1822,0.6968
11/6/1985,29.1,128.4,7.832,1.1779,0.6967
11/7/1985,29.2,129.39,7.816,1.1761,0.7035
11/8/1985,29.2,129.4,7.8925,1.1886,0.7047
11/11/1985,29.65,129.4,7.888,1.1894,0.7044
11/12/1985,29.65,129.44,7.893,1.1882,0.7068
11/13/1985,29.9,128.89,7.867,1.1826,0.7029
11/14/1985,30.75,128.85,7.858,1.1826,0.7016
11/15/1985,30.1,129.19,7.861,1.1842,0.703
11/18/1985,30,128.79,7.873,1.1877,0.7017
11/19/1985,30.3,128.12,7.843,1.1804,0.6969
11/20/1985,30.5,128.54,7.826,1.1753,0.6976
11/21/1985,30.7,127.1,7.799,1.1725,0.694
11/22/1985,30.7,126.54,7.755,1.1701,0.6892
11/25/1985,30.65,126.48,7.696,1.1609,0.6833
11/26/1985,30.6,125.92,7.7175,1.1633,0.6819
11/27/1985,30.15,125.9,7.651,1.1542,0.6802
11/28/1985,30.15,125.9,7.64,1.1467,0.677
11/29/1985,29.35,124.99,7.5755,1.1401,0.671
12/2/1985,29,125.32,7.564,1.1324,0.6718
12/3/1985,29,125.87,7.614,1.1489,0.6742
12/4/1985,28.35,125.34,7.592,1.1411,0.6732
12/5/1985,28.25,125.43,7.615,1.1475,0.6761
12/6/1985,28.25,125.69,7.613,1.1455,0.6765
12/9/1985,28,126.19,7.646,1.1489,0.6835
12/10/1985,28,126.66,7.703,1.1559,0.6965
12/11/1985,25.75,126.65,7.716,1.1639,0.7067
12/12/1985,27,125.98,7.6775,1.1509,0.6957
12/13/1985,26.75,126.13,7.675,1.1471,0.6961
12/16/1985,26.4,125.78,7.6845,1.1505,0.6961
12/17/1985,25.2,125.65,7.643,1.1463,0.6953
12/18/1985,25.45,126.48,7.66,1.1498,0.7022
12/19/1985,25.55,126.19,7.698,1.1522,0.7032
12/20/1985,25.65,125.85,7.693,1.15,0.7022
12/23/1985,25.5,125.89,7.683,1.1469,0.6993
12/24/1985,25.6,125.73,7.68,1.147,0.702
12/25/1985,25.6,125.73,7.68,1.147,0.702
12/26/1985,25.6,125.81,7.68,1.147,0.702
12/27/1985,26.5,124.3,7.671,1.1365,0.6969
12/30/1985,26.6,124.04,7.592,1.1268,0.6941
12/31/1985,26.3,123.46,7.548,1.1262,0.6916
1/1/1986,26.3,123.46,7.548,1.121,0.6916
1/2/1986,25.65,122.76,7.5495,1.1248,0.6916
1/3/1986,26,124.5,7.5975,1.1294,0.695
1/6/1986,26.45,123.72,7.5334,1.1308,0.6937
1/7/1986,26.4,123.5,7.528,1.1123,0.6952
1/8/1986,25.8,124.36,7.5462,1.1178,0.693
1/9/1986,25.05,123.21,7.5472,1.1232,0.6901
1/10/1986,25.1,124.16,7.5646,1.122,0.6867
1/13/1986,24.9,124.47,7.6353,1.1347,0.6942
1/14/1986,24.4,124.67,7.6055,1.1322,0.6942
1/15/1986,24.1,124.3,7.5869,1.1272,0.6932
1/16/1986,22.6,124.53,7.5945,1.1257,0.6947
1/17/1986,22.4,124.41,7.5999,1.1286,0.6952
1/20/1986,20.8,124.6,7.5927,1.1442,0.7063
1/21/1986,19.85,124.5,7.5709,1.1261,0.7082
1/22/1986,20.05,124.75,7.5754,1.1443,0.7163
1/23/1986,18.4,124.45,7.5673,1.1389,0.7226
1/24/1986,18.55,122.78,7.5211,1.1252,0.7192
1/27/1986,19,122.45,7.4933,1.1037,0.7213
1/28/1986,19.75,122.13,7.4702,1.0992,0.711
1/29/1986,18.7,121.85,7.4495,1.1062,0.7128
1/30/1986,19.5,121.15,7.4403,1.0994,0.71
1/31/1986,18.3,121.52,7.4548,1.1022,0.7088
2/3/1986,18,122.04,7.4648,1.1036,0.722
2/4/1986,17.75,122.87,7.5095,1.1099,0.7254
2/5/1986,17.75,121.63,7.4478,1.1074,0.72
2/6/1986,17.75,121.81,7.4173,1.1005,0.7141
2/7/1986,18,121.97,7.4383,1.101,0.7131
2/10/1986,18,120.81,7.3996,1.0983,0.71
2/11/1986,17.9,120.6,7.3825,1.0956,0.7085
2/12/1986,16.5,120.09,7.3701,1.0956,0.7085
2/13/1986,16.3,119.14,7.3445,1.0887,0.707
2/14/1986,16.3,118.82,7.3332,1.0866,0.7056
2/17/1986,16.3,118.82,7.2893,1.0818,0.7038
2/18/1986,16.3,118.05,7.3022,1.0792,0.6996
2/19/1986,17.1,117.19,7.16,1.0597,0.6861
2/20/1986,17.1,117.1,7.2013,1.0663,0.6888
2/21/1986,16.3,117.22,7.1898,1.0701,0.6919
2/24/1986,17,115.86,7.1426,1.0578,0.6838
2/25/1986,17.8,115.17,7.0343,1.0483,0.6688
2/26/1986,18.2,114.77,7.0343,1.0483,0.6688
2/27/1986,17.5,114.38,7.0195,1.0285,0.6742
2/28/1986,16.7,115.08,7.0188,1.0425,0.6886
3/3/1986,16.2,114.38,7.0274,1.0337,0.6942
3/4/1986,15.25,113.73,6.9755,1.0154,0.6842
3/5/1986,15,116.1,7.075,1.034,0.6878
3/6/1986,15,115.25,7.1205,1.0439,0.6856
3/7/1986,14.5,114.97,7.1131,1.0337,0.6873
3/10/1986,14.5,116.22,7.2025,1.0509,0.693
3/11/1986,14.6,115.86,7.1575,1.048,0.6854
3/12/1986,14.6,116.13,7.1925,1.0544,0.6814
3/13/1986,15,116.75,7.2075,1.0572,0.6845
3/14/1986,15,115.22,7.1168,1.0448,0.6813
3/17/1986,13.75,114.83,7.0875,1.0454,0.6828
3/18/1986,13.95,114.42,7.1021,1.0306,0.6769
3/19/1986,14.45,115.1,7.1335,1.0421,0.6765
3/20/1986,14.7,114.68,7.1125,1.0497,0.672
3/21/1986,13.75,114.17,7.0816,1.0376,0.6651
3/24/1986,12.7,116.84,7.1722,1.0612,0.6712
3/25/1986,12.65,118.11,7.3123,1.0727,0.6841
3/26/1986,11.9,118.02,7.2547,1.0683,0.6783
3/27/1986,11.6,117.68,7.2667,1.0652,0.6746
3/28/1986,11.6,117.68,7.2667,1.0652,0.6746
3/31/1986,11.6,117.92,7.2667,1.0652,0.6746
4/1/1986,9.7,118,7.2735,1.0729,0.681
4/2/1986,11,118.85,7.3025,1.0831,0.6787
4/3/1986,10.7,119.95,7.3567,1.0988,0.685
4/4/1986,12.25,120.69,7.4001,1.1077,0.6901
4/7/1986,13.85,120.42,7.4266,1.1126,0.6885
4/8/1986,13.85,118.4,7.2574,1.0981,0.6789
4/9/1986,13,118.44,7.2825,1.0801,0.6845
4/10/1986,13.9,116.92,7.3015,1.0786,0.6835
4/11/1986,14,117.3,7.2398,1.0619,0.6751
4/14/1986,14,117.5,7.2425,1.0679,0.6754
4/15/1986,13.5,117.4,7.2505,1.0821,0.6757
4/16/1986,12.5,114.95,7.1374,1.0497,0.6654
4/17/1986,11.85,114.29,7.0594,1.0343,0.6571
4/18/1986,12,113.17,7.0508,1.0368,0.6604
4/21/1986,11.4,113,7.0517,1.0261,0.6609
4/22/1986,11.55,112.18,6.996,1.0327,0.6609
4/23/1986,12.15,112.17,6.989,1.0177,0.6553
4/24/1986,12.9,112.35,6.962,1.0214,0.6513
4/25/1986,11.4,111.12,6.9505,1.0239,0.6507
4/28/1986,12.8,110.93,6.9173,1.0006,0.6443
4/29/1986,12.5,111.44,6.9025,1.0074,0.6437
4/30/1986,12.35,111.77,6.9323,1.0103,0.6452
5/1/1986,12.65,113.38,7.1187,1.0276,0.6541
5/2/1986,13.55,112.74,7.0325,1.024,0.6545
5/5/1986,13.55,111.25,7.0325,1.024,0.6545
5/6/1986,13.7,112.03,7.0014,1.0223,0.6516
5/7/1986,14.1,111.44,7.0014,1.0223,0.6516
5/8/1986,14.2,111.34,6.9437,1.0165,0.6475
5/9/1986,14.4,111.32,6.9301,1.012,0.65
5/12/1986,14.75,110.58,7.419,1.0087,0.6466
5/13/1986,13.6,111.54,7.4349,1.0169,0.6506
5/14/1986,13.85,111.47,7.4801,1.0182,0.6502
5/15/1986,14.6,111.59,7.4887,1.0202,0.6519
5/16/1986,14.85,112.87,7.539,1.02,0.6562
5/19/1986,15.4,112.42,7.57,1.0326,0.6585
5/20/1986,14.75,113.65,7.61,1.0342,0.6577
5/21/1986,14.3,114.46,7.61,1.0402,0.6592
5/22/1986,13.75,115.17,7.6837,1.0593,0.6683
5/23/1986,14.25,115.46,7.718,1.054,0.6688
5/26/1986,14.25,115.46,7.718,1.054,0.6688
5/27/1986,14.1,115.03,7.6867,1.0506,0.6653
5/28/1986,13.8,115.44,7.672,1.0566,0.6664
5/29/1986,13.2,116.52,7.7393,1.0641,0.6699
5/30/1986,13.45,117.51,7.8122,1.0747,0.6789
6/2/1986,12.95,117.49,7.8218,1.078,0.6784
6/3/1986,12.8,115.65,7.7075,1.063,0.67
6/4/1986,11.9,115.39,7.7125,1.0617,0.6741
6/5/1986,12.15,114.09,7.6701,1.0538,0.6682
6/6/1986,12.1,113.41,7.5914,1.0384,0.6645
6/9/1986,11.95,114.18,7.6201,1.0424,0.6673
6/10/1986,12,112.98,7.5725,1.0286,0.6585
6/11/1986,12,112.8,7.5515,1.035,0.6547
6/12/1986,12.3,112.41,7.5326,1.0292,0.6551
6/13/1986,12.4,112.58,7.551,1.0262,0.656
6/16/1986,12.25,112.96,7.5255,1.0246,0.6566
6/17/1986,12.25,113.93,7.592,1.0362,0.6649
6/18/1986,12.15,113.48,7.6396,1.0386,0.666
6/19/1986,11.8,113.61,7.613,1.0401,0.6649
6/20/1986,11.6,114.72,7.6428,1.0434,0.6659
6/23/1986,11.45,113.33,7.6836,1.0449,0.6653
6/24/1986,11.35,113.19,7.582,1.0463,0.6614
6/25/1986,11.35,113.04,7.545,1.0316,0.6579
6/26/1986,11.55,112.93,7.571,1.026,0.6588
6/27/1986,11.55,112.17,7.5358,1.0299,0.6548
6/30/1986,11.5,111.61,7.4946,1.0215,0.6521
7/1/1986,10.9,111.19,7.4523,1.0182,0.6463
7/2/1986,10.7,111.08,7.475,1.0199,0.6508
7/7/1986,10,111.54,7.4401,1.0218,0.6517
7/8/1986,9.7,111.14,7.4712,1.016,0.6521
7/9/1986,9.6,110.9,7.4637,1.0203,0.6557
7/10/1986,9.4,111.12,7.485,1.0232,0.6592
7/11/1986,9.2,112,7.5203,1.0244,0.6639
7/14/1986,8.8,111.21,7.6401,1.0293,0.6743
7/15/1986,8.85,110.32,7.5128,1.0219,0.6694
7/16/1986,9.1,110.03,7.4675,1.009,0.6633
7/17/1986,9.9,110.12,7.4495,1.0059,0.6607
7/18/1986,9.5,109.43,7.4459,1.011,0.6647
7/21/1986,10.1,109.09,7.4051,1.0003,0.6662
7/22/1986,9.3,109.38,7.453,1.002,0.6711
7/23/1986,8.55,109.44,7.4655,1.002,0.6709
7/24/1986,8.95,109.84,7.48,1.003,0.67
7/25/1986,8.95,110.61,7.5199,1.0133,0.6753
7/28/1986,8.8,109.11,7.4785,1.0024,0.677
7/29/1986,9.95,109.17,7.4425,0.9946,0.6707
7/30/1986,9.6,108.98,7.4386,1.0007,0.6705
7/31/1986,9.3,108.04,7.4096,0.9923,0.67
8/1/1986,9.3,108.06,7.3975,0.9936,0.6734
8/4/1986,9.3,108.14,7.4046,0.9942,0.6805
8/5/1986,13.6,108.35,7.4025,0.9895,0.6743
8/6/1986,13.05,107.81,7.3745,0.9885,0.6768
8/7/1986,13.6,107.64,7.3765,0.9827,0.6773
8/8/1986,12.7,107.63,7.3715,0.9864,0.6782
8/11/1986,12.55,107.18,7.3471,0.972,0.6736
8/12/1986,12.9,107.82,7.3815,0.9818,0.6736
8/13/1986,13.3,107.58,7.3745,0.9805,0.6729
8/14/1986,13.75,107.16,7.3495,0.9762,0.67
8/15/1986,13.9,107.26,7.339,0.9796,0.6691
8/18/1986,14.5,107.66,7.3365,0.9779,0.67
8/19/1986,13.8,106.97,7.3275,0.9741,0.6653
8/20/1986,13.8,106.77,7.3115,0.9694,0.6647
8/21/1986,13.95,106.58,7.3124,0.9766,0.6687
8/22/1986,13.75,106.77,7.295,0.9768,0.6711
8/25/1986,13.75,106.88,7.295,0.9768,0.6711
8/26/1986,14.15,107.49,7.3126,0.9707,0.6732
8/27/1986,14.35,107.05,7.3029,0.9761,0.6739
8/28/1986,14.3,107.47,7.3201,0.9743,0.6752
8/29/1986,14.9,106.43,7.2974,0.9711,0.6725
9/2/1986,15.4,106.26,7.2845,0.9674,0.6714
9/3/1986,15,106.24,7.2825,0.963,0.6664
9/4/1986,15.15,106.46,7.2705,0.9618,0.6645
9/5/1986,15.4,107.27,7.2975,0.9683,0.6676
9/8/1986,14.8,108,7.3625,0.9822,0.6725
9/9/1986,14.55,107.83,7.3525,0.9822,0.6729
9/10/1986,14.55,107.66,7.365,0.9794,0.6752
9/11/1986,14.45,108.8,7.4225,0.9864,0.6784
9/12/1986,14.45,107.58,7.3563,0.9893,0.6776
9/15/1986,14,107.05,7.3225,0.976,0.6748
9/16/1986,13.4,107.45,7.3225,0.9786,0.6782
9/17/1986,13.4,106.47,7.2825,0.9715,0.6777
9/18/1986,13.8,105.12,7.22,0.9667,0.6796
9/19/1986,14.05,105.03,7.2235,0.9546,0.6773
9/22/1986,13.8,106.75,7.3318,0.9753,0.6863
9/23/1986,13.45,107.59,7.3981,0.97,0.6899
9/24/1986,13.9,107.47,7.3855,0.9799,0.6916
9/25/1986,13.65,107.6,7.4126,0.9878,0.6976
9/26/1986,13.65,107.68,7.4099,0.9757,0.6954
9/29/1986,13.75,106.6,7.37,0.9752,0.6974
9/30/1986,14.05,106.74,7.3756,0.9699,0.6911
10/1/1986,13.85,106.56,7.385,0.9697,0.6923
10/2/1986,14.1,106.19,7.3501,0.9661,0.6978
10/3/1986,13.85,106.15,7.3876,0.9588,0.694
10/6/1986,13.65,105.57,7.312,0.9557,0.6947
10/7/1986,14.2,106.07,7.3445,0.9631,0.6969
10/8/1986,13.95,106.03,7.3315,0.9582,0.704
10/9/1986,13.85,106.12,7.3469,0.9619,0.7025
10/10/1986,13.5,105.58,7.307,0.955,0.6976
10/13/1986,13.35,105.31,7.275,0.9511,0.6974
10/14/1986,13.15,105.13,7.27,0.9497,0.6961
10/15/1986,13.6,105.14,7.2645,0.9467,0.6947
10/16/1986,13.15,105.26,7.2721,0.951,0.6959
10/17/1986,13.4,105.29,7.2876,0.9491,0.6983
10/20/1986,13.9,105.68,7.3075,0.9552,0.6995
10/21/1986,14.45,105.71,7.3077,0.9551,0.6961
10/22/1986,14.2,105.72,7.3077,0.9544,0.6988
10/23/1986,14,106.76,7.3368,0.9581,0.7025
10/24/1986,13.9,108.12,7.4275,0.974,0.7077
10/27/1986,13.6,108.45,7.4501,0.9804,0.7107
10/28/1986,13.3,107.86,7.4135,0.9717,0.7065
10/29/1986,12.8,107.68,7.4152,0.9749,0.7087
10/30/1986,13.65,108.59,7.5025,0.9833,0.7145
10/31/1986,14.25,109.27,7.52,0.9906,0.7115
11/3/1986,13.85,109.34,7.5351,0.9903,0.7087
11/4/1986,13.9,109.09,7.5145,0.9842,0.707
11/5/1986,13.85,109.14,7.5325,0.985,0.7027
11/6/1986,13.9,109.07,7.5072,0.9845,0.6974
11/7/1986,14.3,108.96,7.5175,0.9893,0.7005
11/10/1986,14.35,108.32,7.4903,0.9779,0.6957
11/11/1986,14.45,108,7.4925,0.9749,0.6952
11/12/1986,14.55,107.35,7.475,0.9719,0.7013
11/13/1986,14.6,107.26,7.5025,0.9675,0.702
11/14/1986,14.9,106.98,7.4837,0.9634,0.6995
11/17/1986,14.4,107.5,7.5025,0.9658,0.7
11/18/1986,15.15,107.45,7.5275,0.9662,0.7022
11/19/1986,15.4,107.26,7.5445,0.9637,0.7035
11/20/1986,15.2,107.52,7.5695,0.9651,0.7087
11/21/1986,14.9,107.99,7.614,0.9655,0.7045
11/24/1986,14.85,107.85,7.6275,0.9704,0.7055
11/25/1986,14.35,106.56,7.5802,0.9582,0.703
11/26/1986,14.4,106.59,7.5406,0.9561,0.6986
11/27/1986,14.4,NA,7.549,0.9566,0.6995
11/28/1986,14.55,105.92,7.52,0.9504,0.6966
12/1/1986,14.65,105.74,7.4841,0.9443,0.6957
12/2/1986,14.7,106.11,7.5039,0.9484,0.6978
12/3/1986,14.75,105.95,7.48,0.9506,0.6988
12/4/1986,14.55,107.07,7.5174,0.9525,0.6993
12/5/1986,14.7,107.23,7.5577,0.9584,0.6998
12/8/1986,14.65,107.36,7.5629,0.9691,0.706
12/9/1986,14.6,107.72,7.5548,0.9691,0.7035
12/10/1986,14.6,107.29,7.5427,0.9663,0.7018
12/11/1986,14.65,107.47,7.595,0.9677,0.7025
12/12/1986,15.35,107.38,7.5965,0.9712,0.7
12/15/1986,15.9,107.59,7.5675,0.9671,0.6981
12/16/1986,15.9,107.71,7.5905,0.9696,0.6986
12/17/1986,15.65,107.61,7.5876,0.9676,0.6993
12/18/1986,15.75,107.22,7.5878,0.9648,0.6995
12/19/1986,16.35,106.9,7.5782,0.9635,0.6979
12/22/1986,17.1,106.13,7.529,0.9515,0.6935
12/23/1986,16.9,105.58,7.4946,0.9462,0.6904
12/24/1986,17.05,105.48,7.4946,0.9462,0.6904
12/25/1986,17.05,NA,7.4946,0.9462,0.6904
12/26/1986,17.05,NA,7.485,0.9468,0.6859
12/29/1986,17.55,104.56,7.4088,0.9373,0.6812
12/30/1986,17.55,104.79,7.4221,0.9385,0.6807
12/31/1986,18.15,103.58,7.3495,0.9271,0.6745
1/1/1987,18.15,NA,7.3495,0.9271,0.6745
1/2/1987,18.25,103.61,7.3305,0.9251,0.6702
1/5/1987,18.2,104.14,7.3665,0.9305,0.6789
1/6/1987,18.05,103.7,7.3475,0.9263,0.6773
1/7/1987,18.15,104.08,7.376,0.9319,0.6796
1/8/1987,18.35,103.56,7.37,0.9293,0.6782
1/9/1987,18.35,103.73,7.353,0.926,0.6766
1/12/1987,18.8,102.65,7.3026,0.9191,0.6711
1/13/1987,18.65,101.8,7.2148,0.9081,0.6705
1/14/1987,18.65,100.17,7.1838,0.9022,0.6688
1/15/1987,18.9,100.3,7.15,0.8908,0.6643
1/16/1987,18.8,100.33,7.1427,0.8958,0.6618
1/19/1987,18.65,99.05,7.0421,0.8779,0.6517
1/20/1987,18.55,100.16,7.1068,0.8914,0.6583
1/21/1987,18.45,100.21,7.1285,0.8952,0.6581
1/22/1987,18.55,99.14,7.0452,0.8801,0.6515
1/23/1987,18.45,99.32,7.0677,0.8835,0.6555
1/26/1987,18.4,99.44,7.0502,0.8844,0.6547
1/27/1987,18.3,98.26,7.04,0.8779,0.6527
1/28/1987,18.4,97.66,6.9228,0.8651,0.6496
1/29/1987,18.35,98.05,6.9391,0.8695,0.6504
1/30/1987,18.35,99.86,7.045,0.8899,0.6614
2/2/1987,18.25,98.91,7.0252,0.8813,0.6585
2/3/1987,18.1,98.52,6.93,0.872,0.6549
2/4/1987,17.75,98.91,6.9775,0.8807,0.6562
2/5/1987,17.95,99.84,7.0314,0.8898,0.6588
2/6/1987,18.1,100.83,7.0938,0.8979,0.6628
2/9/1987,17.95,98.63,7.0225,0.8845,0.659
2/10/1987,17.9,99.13,6.945,0.8731,0.6523
2/11/1987,17.55,99.26,6.9887,0.8815,0.657
2/12/1987,17.35,99.67,6.995,0.8833,0.6581
2/13/1987,17.35,99.33,7.0033,0.8856,0.6572
2/16/1987,17.35,NA,6.9754,0.881,0.6568
2/17/1987,17.3,99.13,6.953,0.8795,0.6534
2/18/1987,16.95,99.54,6.9839,0.8868,0.6526
2/19/1987,17,99.51,7.0373,0.8888,0.6551
2/20/1987,17.3,99.41,6.9827,0.8856,0.6538
2/23/1987,17,99.75,6.979,0.8847,0.6485
2/24/1987,16.5,99.65,7.035,0.8895,0.6502
2/25/1987,15.95,99.35,7.01,0.8836,0.6502
2/26/1987,16.25,99.2,6.975,0.8825,0.6496
2/27/1987,16.2,99.26,6.985,0.8842,0.6466
3/2/1987,15.85,99.53,6.9734,0.8848,0.64
3/3/1987,16.65,99.3,6.967,0.8833,0.64
3/4/1987,17.2,99.57,6.9528,0.8853,0.639
3/5/1987,17.2,99.13,6.9618,0.8856,0.6341
3/6/1987,17.55,99.57,6.938,0.8841,0.6301
3/9/1987,17.55,100.1,6.957,0.8948,0.6309
3/10/1987,17.65,99.89,6.9755,0.8916,0.6311
3/11/1987,18,99.93,6.9869,0.8937,0.6283
3/12/1987,17.7,100.04,6.975,0.8942,0.6299
3/13/1987,17.85,99.68,6.9628,0.8933,0.635
3/16/1987,18,98.87,6.9472,0.8858,0.6331
3/17/1987,18.15,98.76,6.9508,0.88,0.6245
3/18/1987,18.4,98.8,6.935,0.8852,0.6227
3/19/1987,18.3,98.77,6.9282,0.8826,0.624
3/20/1987,18.2,98.53,6.923,0.8825,0.6248
3/23/1987,18.05,97.92,6.865,0.8759,0.6184
3/24/1987,18.25,98.04,6.8655,0.8774,0.6205
3/25/1987,18.35,98.27,6.8842,0.88,0.6227
3/26/1987,18.4,98.35,6.88,0.88,0.6229
3/27/1987,18.4,97.64,6.8507,0.8802,0.6242
3/30/1987,18.3,96.9,6.8021,0.8704,0.6213
3/31/1987,18.45,97.11,6.82,0.8695,0.6225
4/1/1987,18.25,98.11,6.8415,0.8757,0.6229
4/2/1987,18.5,97.53,6.8562,0.8773,0.6256
4/3/1987,18.45,97.68,6.8139,0.8739,0.6194
4/6/1987,18.65,97.77,6.8287,0.8783,0.6179
4/7/1987,19.35,97.72,6.8175,0.878,0.6179
4/8/1987,19.65,98.24,6.8566,0.8843,0.6202
4/9/1987,19.6,97.41,6.8275,0.8779,0.618
4/10/1987,19.7,96.88,6.7829,0.8706,0.6144
4/13/1987,17.45,96.78,6.7841,0.8705,0.6156
4/14/1987,17.45,96.13,6.755,0.8672,0.6133
4/15/1987,17.75,96.76,6.775,0.8675,0.612
4/16/1987,17.85,96.95,6.795,0.8735,0.6135
4/17/1987,17.85,NA,6.795,0.8735,0.6135
4/20/1987,17.85,96.78,6.795,0.8735,0.6135
4/21/1987,18.05,96.99,6.75,0.8713,0.6116
4/22/1987,18.05,97.42,6.7425,0.8771,0.6146
4/23/1987,18.1,96.61,6.74,0.8732,0.6114
4/24/1987,18.1,95.82,6.653,0.8619,0.6044
4/27/1987,18.25,95.94,6.63,0.8579,0.6004
4/28/1987,18.25,95.97,6.69,0.8648,0.6053
4/29/1987,18.2,96.07,6.725,0.8634,0.6035
4/30/1987,18.25,95.94,6.714,0.8626,0.6015
5/1/1987,18.6,95.37,6.675,0.8587,0.5995
5/4/1987,18.6,94.88,6.675,0.8587,0.5995
5/5/1987,19.15,95.11,6.5963,0.8503,0.5926
5/6/1987,19.25,94.94,6.6031,0.8513,0.5926
5/7/1987,18.85,95.51,6.635,0.8558,0.5952
5/8/1987,18.45,95.86,6.678,0.8623,0.5974
5/11/1987,18.7,96.24,6.681,0.8673,0.603
5/12/1987,18.65,96.08,6.6565,0.8595,0.5993
5/13/1987,18.9,96.09,6.677,0.8633,0.599
5/14/1987,18.85,95.67,6.659,0.8604,0.5959
5/15/1987,19,95.38,6.62,0.8514,0.5959
5/18/1987,19,95.65,6.615,0.856,0.5936
5/19/1987,18.85,95.3,6.617,0.8567,0.5947
5/20/1987,18.6,95.39,6.585,0.855,0.5942
5/21/1987,18.5,95.56,6.615,0.8562,0.5951
5/22/1987,18.7,95.83,6.6301,0.8575,0.5986
5/25/1987,18.7,NA,6.6301,0.8575,0.5986
5/26/1987,18.7,97.45,6.6875,0.8706,0.6098
5/27/1987,18.65,97.83,6.7419,0.8778,0.6202
5/28/1987,18.65,97.39,6.7098,0.8764,0.6151
5/29/1987,18.65,97.77,6.743,0.8769,0.6141
6/1/1987,18.7,98.14,6.792,0.8822,0.6152
6/2/1987,18.7,96.65,6.6861,0.8672,0.6077
6/3/1987,18.7,97.13,6.6875,0.8702,0.6085
6/4/1987,18.7,97.66,6.725,0.8769,0.6156
6/5/1987,18.7,97.57,6.722,0.8731,0.6129
6/8/1987,18.8,97.09,6.681,0.8694,0.6101
6/9/1987,18.7,96.22,6.7001,0.8653,0.6031
6/10/1987,18.75,96.49,6.6751,0.8603,0.6033
6/11/1987,18.65,96.41,6.652,0.8647,0.6013
6/12/1987,18.7,97.2,6.6723,0.8692,0.6043
6/15/1987,18.75,97.88,6.735,0.8795,0.6131
6/16/1987,18.83,97.93,6.7125,0.8783,0.6114
6/17/1987,18.95,98.11,6.7056,0.8782,0.612
6/18/1987,18.95,97.98,6.704,0.8802,0.6144
6/19/1987,19,98.15,6.7291,0.8824,0.6188
6/22/1987,19.1,98.96,6.7308,0.8872,0.6258
6/23/1987,18.9,98.65,6.732,0.8841,0.6246
6/24/1987,18.75,97.69,6.6871,0.8809,0.6186
6/25/1987,18.65,98.24,6.695,0.8815,0.6205
6/26/1987,19.1,98.18,6.6871,0.8812,0.6205
6/29/1987,19.2,98.43,6.7051,0.8826,0.6242
6/30/1987,19.05,98.13,6.7,0.8803,0.6202
7/1/1987,19,98.24,6.6996,0.8808,0.6192
7/2/1987,19.3,98.41,6.703,0.8819,0.6184
7/3/1987,19.3,NA,6.719,0.8864,0.6209
7/6/1987,19.35,98.78,6.7305,0.8864,0.6188
7/7/1987,19.45,98.96,6.7212,0.8849,0.6169
7/8/1987,19.35,98.97,6.7163,0.8843,0.6169
7/9/1987,19.6,98.9,6.7226,0.8857,0.618
7/10/1987,19.7,99.17,6.735,0.8875,0.6196
7/13/1987,19.8,99.09,6.7365,0.8857,0.6179
7/14/1987,19.85,99.41,6.7539,0.8904,0.6207
7/15/1987,20.2,98.2,6.6995,0.8796,0.6126
7/16/1987,20.6,98.64,6.7065,0.883,0.6127
7/17/1987,20.5,100.01,6.7671,0.8944,0.6211
7/20/1987,20.6,100.13,6.7831,0.8956,0.6234
7/21/1987,20.3,99.9,6.788,0.8966,0.6246
7/22/1987,20,99.93,6.7915,0.8975,0.627
7/23/1987,20.05,99.77,6.7831,0.8934,0.6236
7/24/1987,19.4,99.55,6.7664,0.892,0.6223
7/27/1987,19.35,99.63,6.828,0.8928,0.625
7/28/1987,19.6,99.59,6.8105,0.8946,0.6258
7/29/1987,19.95,99.76,6.79,0.8942,0.6242
7/30/1987,20.1,99.57,6.7829,0.8975,0.627
7/31/1987,19.95,99.79,6.7895,0.8958,0.6279
8/3/1987,20.8,100.26,6.804,0.8987,0.6313
