Date,oil,dxy,nokusd,eurusd,gbpusd
5/24/1990,16.2,92.37,6.4571,0.8128,0.5917
5/25/1990,16.65,92.26,6.4704,0.8128,0.5917
5/28/1990,16.65,NA,6.4625,0.8109,0.5903
5/29/1990,16.15,92.03,6.4381,0.8104,0.59
5/30/1990,16.6,92.32,6.4628,0.8177,0.591
5/31/1990,16.05,92.98,6.5146,0.8238,0.5963
6/1/1990,15.8,92.96,6.4678,0.8205,0.5936
6/4/1990,15.6,92.91,6.5249,0.8239,0.5968
6/5/1990,15.1,92.61,6.5053,0.8228,0.5938
6/6/1990,15.2,92.64,6.488,0.8202,0.5922
6/7/1990,15.3,92.74,6.4994,0.8217,0.5921
6/8/1990,15.1,93.08,6.5168,0.8236,0.5936
6/11/1990,15.55,92.92,6.5021,0.8219,0.5931
6/12/1990,15.8,92.93,6.493,0.8203,0.5872
6/13/1990,15.75,92.52,6.493,0.8193,0.5855
6/14/1990,16.3,92.82,6.4776,0.822,0.5863
6/15/1990,15.7,92.58,6.4928,0.8207,0.586
6/18/1990,15.45,92.12,6.4225,0.8118,0.5836
6/19/1990,15.45,91.78,6.4327,0.8113,0.5812
6/20/1990,15.55,92.08,6.453,0.8137,0.58
6/21/1990,15.8,92.09,6.4619,0.8133,0.5795
6/22/1990,15.9,91.99,6.45,0.8105,0.577
6/25/1990,16.15,92.17,6.4403,0.8121,0.5779
6/26/1990,16.1,91.52,6.4275,0.8108,0.5762
6/27/1990,15.85,91.44,6.4032,0.8071,0.5739
6/28/1990,15.35,91.67,6.4128,0.8077,0.5749
6/29/1990,16.2,91.15,6.403,0.8068,0.5732
7/2/1990,16.35,90.59,6.3652,0.8011,0.5671
7/3/1990,16.25,90.41,6.3571,0.798,0.562
7/4/1990,16.25,NA,6.3333,0.7963,0.5602
7/5/1990,15.6,90.45,6.3423,0.7978,0.5616
7/6/1990,15.8,90.52,6.3448,0.7991,0.5598
7/9/1990,15.55,90.27,6.3196,0.7956,0.5539
7/10/1990,16.05,89.58,6.2972,0.7933,0.5508
7/11/1990,16.2,90.18,6.3219,0.7977,0.556
7/12/1990,16.45,89.38,6.36,0.8106,0.5568
7/13/1990,17.55,90.05,6.3127,0.7929,0.5539
7/16/1990,17.7,90.28,6.3248,0.7964,0.5543
7/17/1990,17.7,89.7,6.3245,0.7962,0.5519
7/18/1990,17.95,89.84,6.2895,0.7876,0.5493
7/19/1990,18.5,89.62,6.2999,0.7928,0.5508
7/20/1990,18.2,89.54,6.2896,0.7924,0.5511
7/23/1990,18.5,88.89,6.2668,0.785,0.549
7/24/1990,19.25,88.85,6.2531,0.7827,0.5478
7/25/1990,19.05,89.16,6.2545,0.781,0.5514
7/26/1990,18.85,89.14,6.2476,0.7824,0.5514
7/27/1990,19.15,88.43,6.2374,0.7795,0.5451
7/30/1990,19.05,88.13,6.2049,0.776,0.5422
7/31/1990,18.45,87.17,6.1478,0.7686,0.5376
8/1/1990,20.2,87.42,6.1644,0.7693,0.5391
8/2/1990,22.7,87.73,6.2054,0.7704,0.5405
8/3/1990,23.8,87.55,6.1625,0.7689,0.5382
8/6/1990,25.85,87.12,6.1055,0.7605,0.534
8/7/1990,25.9,87.52,6.1145,0.7614,0.5326
8/8/1990,25.8,87.59,6.1669,0.7677,0.5359
8/9/1990,24.9,87.69,6.1552,0.7666,0.5342
8/10/1990,25.5,87.58,6.1702,0.7658,0.5343
8/13/1990,25.95,87.01,6.1001,0.7587,0.5308
8/14/1990,26.55,86.38,6.0879,0.7596,0.5281
8/15/1990,26.15,86.26,6.0524,0.7494,0.5262
8/16/1990,26.95,85.83,6.065,0.7529,0.5266
8/17/1990,28.35,85.57,6.0221,0.7507,0.5208
8/20/1990,29.35,86.19,6.0456,0.752,0.5208
8/21/1990,28.65,86.17,6.0471,0.7505,0.5203
8/22/1990,29.75,85.97,6.0322,0.7499,0.5187
8/23/1990,32.4,85.1,5.998,0.7473,0.5124
8/24/1990,31.2,85.66,6.0075,0.7501,0.514
8/27/1990,27.55,85.26,6.011,0.7505,0.5143
8/28/1990,27.9,85.4,6.0049,0.7481,0.5133
8/29/1990,26.15,85.57,6.0249,0.7482,0.5137
8/30/1990,27.35,85.92,6.0546,0.7539,0.5202
8/31/1990,28,86.56,6.0925,0.7589,0.5284
9/3/1990,28,NA,6.1172,0.7648,0.5339
9/4/1990,30,86.78,6.1095,0.7623,0.5328
9/5/1990,30.95,85.73,6.0495,0.754,0.5267
9/6/1990,32.15,85.47,6.0401,0.7522,0.524
9/7/1990,31.35,86.05,6.053,0.7554,0.5278
9/10/1990,30.25,86.75,6.0929,0.7635,0.5384
9/11/1990,30.95,86.9,6.1405,0.7669,0.5405
9/12/1990,30.65,86.94,6.1156,0.7671,0.5363
9/13/1990,31.15,85.79,6.1252,0.7624,0.5326
9/14/1990,32.5,85.72,6.0551,0.7528,0.5269
9/17/1990,34.6,84.88,6.0194,0.7504,0.5255
9/18/1990,35.8,85.24,5.9953,0.747,0.5211
9/19/1990,34.75,85.98,6.055,0.7546,0.5291
9/20/1990,35.7,86.2,6.0902,0.7613,0.535
9/21/1990,37.05,86.31,6.0932,0.761,0.5419
9/24/1990,40.35,85.48,6.048,0.752,0.5306
9/25/1990,40.75,85.93,6.0472,0.7545,0.5329
9/26/1990,39.65,85.77,6.077,0.7592,0.5365
9/27/1990,40.8,85.72,6.0697,0.7599,0.5342
9/28/1990,40.85,86,6.0649,0.7582,0.5338
10/1/1990,38.75,85.43,6.0228,0.7512,0.5292
10/2/1990,36.8,85.1,6.0326,0.754,0.5295
10/3/1990,35.2,84.71,6.0053,0.7466,0.5263
10/4/1990,38.3,84.13,5.9731,0.7448,0.5231
10/5/1990,38.15,84.28,5.9702,0.7471,0.5133
10/8/1990,39.5,83.6,5.9321,0.7401,0.5066
10/9/1990,41.45,83.21,5.9021,0.7362,0.5075
10/10/1990,41.45,83.29,5.907,0.7353,0.5081
10/11/1990,41.75,82.79,5.93,0.7385,0.5089
10/12/1990,39.65,83.16,5.8878,0.7348,0.5066
10/15/1990,38,83.25,5.8971,0.7362,0.5119
10/16/1990,37.8,82.59,5.8827,0.7325,0.511
10/17/1990,37.9,82.56,5.8499,0.7307,0.5089
10/18/1990,34.05,81.96,5.87,0.7309,0.5118
10/19/1990,33.5,82.3,5.8548,0.7299,0.5103
10/22/1990,28.15,82.96,5.8902,0.731,0.5131
10/23/1990,29.3,83.07,5.9018,0.732,0.5139
10/24/1990,30.75,82.48,5.8606,0.7326,0.5107
10/25/1990,33.3,83.04,5.8626,0.73,0.5119
10/26/1990,34,82.88,5.8921,0.7321,0.5112
10/29/1990,34.75,83.24,5.8894,0.731,0.5119
10/30/1990,35.8,82.92,5.933,0.7334,0.5133
10/31/1990,34.3,83.28,5.8951,0.7322,0.5144
11/1/1990,35.85,82.82,5.8724,0.7277,0.5124
11/2/1990,33.15,82.26,5.8649,0.7276,0.5126
11/5/1990,33.35,81.71,5.8247,0.7193,0.5075
11/6/1990,33.15,82.11,5.8044,0.7193,0.5067
11/7/1990,34.75,82.04,5.7804,0.717,0.5059
11/8/1990,35.2,82.14,5.817,0.7208,0.5083
11/9/1990,35.2,82.12,5.8071,0.7211,0.5084
11/12/1990,31.95,81.71,5.7822,0.7191,0.5096
11/13/1990,33.05,81.85,5.7801,0.7187,0.509
11/14/1990,32,81.63,5.7889,0.716,0.5098
11/15/1990,31.9,81.84,5.787,0.7187,0.5102
11/16/1990,30.1,81.59,5.7579,0.7152,0.5086
11/19/1990,30.1,81.56,5.765,0.7151,0.5075
11/20/1990,30.15,81.62,5.7906,0.7169,0.5076
11/21/1990,30,81.51,5.7722,0.7177,0.508
11/22/1990,30,NA,5.7847,0.717,0.5079
11/23/1990,32,81.87,5.798,0.7189,0.5083
11/26/1990,35.3,82.1,5.8153,0.7227,0.5088
11/27/1990,35,81.71,5.7823,0.7174,0.5063
11/28/1990,34,82.23,5.7997,0.7201,0.507
11/29/1990,34.7,83.26,5.8178,0.7292,0.5119
11/30/1990,33.85,82.93,5.8378,0.7287,0.5156
12/3/1990,31.3,83.81,5.9002,0.7364,0.5211
12/4/1990,31.45,83.24,5.8824,0.7303,0.5191
12/5/1990,30.65,83.21,5.8979,0.7302,0.5198
12/6/1990,27.7,82.71,5.8469,0.7249,0.5156
12/7/1990,28.55,81.93,5.7994,0.7214,0.5124
12/10/1990,28.85,82.1,5.7675,0.7175,0.5143
12/11/1990,27.95,82.33,5.7902,0.722,0.5156
12/12/1990,26.45,82.13,5.7973,0.721,0.5144
12/13/1990,27.15,82.31,5.8128,0.7222,0.5144
12/14/1990,27.95,82.56,5.8172,0.7233,0.5156
12/17/1990,27.45,82.78,5.8303,0.7273,0.5189
12/18/1990,27.1,82.34,5.832,0.7255,0.5168
12/19/1990,27.8,82.6,5.8128,0.723,0.5177
12/20/1990,27.5,83.89,5.8794,0.7303,0.5242
12/21/1990,26.9,84.7,5.9748,0.7447,0.5298
12/24/1990,27.75,NA,6.0147,0.7496,0.5333
12/25/1990,27.75,NA,6.0147,0.7496,0.5333
12/26/1990,27.75,85.04,6.0149,0.7454,0.5305
12/27/1990,27.4,84.73,6.0058,0.7445,0.5294
12/28/1990,27.2,83.26,5.9001,0.7309,0.5203
12/31/1990,28.45,83.07,5.8795,0.7294,0.5181
1/1/1991,28.45,NA,5.8795,0.7294,0.5181
1/2/1991,26.7,82.79,5.8597,0.7268,0.5148
1/3/1991,25.2,82.81,5.8502,0.7264,0.5137
1/4/1991,23.85,83.36,5.8824,0.7305,0.5168
1/7/1991,26.35,84.67,5.9877,0.744,0.5247
1/8/1991,25.95,84.95,6.0021,0.7451,0.5247
1/9/1991,26.75,84.53,5.9253,0.7354,0.5191
1/10/1991,26.5,84.19,5.9903,0.7412,0.5247
1/11/1991,26,84.29,5.995,0.7406,0.5244
1/14/1991,30.55,84.83,6.0276,0.746,0.5249
1/15/1991,29.4,84.85,6.0252,0.7464,0.5251
1/16/1991,30,85.11,6.032,0.7476,0.5252
1/17/1991,20.8,83.37,5.915,0.7337,0.5199
1/18/1991,19,82.77,5.8754,0.7274,0.5149
1/21/1991,19.25,82.45,5.828,0.7233,0.5119
1/22/1991,20.75,82.79,5.8425,0.7241,0.513
1/23/1991,22.05,82.22,5.8465,0.7221,0.5109
1/24/1991,20.8,82.42,5.8048,0.7213,0.5102
1/25/1991,20.85,82.73,5.825,0.7247,0.5109
1/28/1991,20.45,82.39,5.827,0.722,0.5089
1/29/1991,20.7,82.72,5.8073,0.7203,0.5077
1/30/1991,20.85,82.48,5.8478,0.7244,0.5099
1/31/1991,20.95,82,5.7826,0.7177,0.5086
2/1/1991,20.95,81.64,5.7549,0.7133,0.5059
2/4/1991,20.5,81.38,5.7494,0.7134,0.5063
2/5/1991,20.25,81.03,5.7222,0.7115,0.5042
2/6/1991,20.7,80.52,5.6832,0.7062,0.4996
2/7/1991,21.1,80.89,5.6923,0.7073,0.5008
2/8/1991,21.35,80.84,5.717,0.7095,0.5031
2/11/1991,20.4,80.49,5.6696,0.7064,0.5006
2/12/1991,20.4,80.89,5.6878,0.7074,0.502
2/13/1991,20.3,81.23,5.6969,0.7096,0.5023
2/14/1991,20.45,81.38,5.7206,0.7129,0.5048
2/15/1991,18.05,81.92,5.7678,0.718,0.5076
2/18/1991,18.05,NA,5.8023,0.7214,0.5102
2/19/1991,17.45,82.61,5.8274,0.7234,0.5123
2/20/1991,18.25,82.67,5.8447,0.7262,0.5135
2/21/1991,18.25,82.48,5.8123,0.7234,0.5109
2/22/1991,17.4,83.13,5.8501,0.7294,0.5144
2/25/1991,17.6,83.86,5.9425,0.7384,0.52
2/26/1991,17.85,83.93,5.9672,0.7399,0.5207
2/27/1991,18.46,83.87,5.9624,0.7389,0.5216
2/28/1991,19.2,84.08,5.9552,0.743,0.5234
3/1/1991,19.15,84.84,5.9905,0.7463,0.5269
3/4/1991,20.45,84.71,5.9976,0.7475,0.5271
3/5/1991,20.45,85.05,5.9976,0.7463,0.5258
3/6/1991,20.5,84.94,6.037,0.7487,0.5291
3/7/1991,20.45,85.24,6.0323,0.7517,0.5301
3/8/1991,20.3,86.31,6.0978,0.7583,0.5342
3/11/1991,20,86.9,6.1521,0.7669,0.5402
3/12/1991,18.25,86.21,6.1394,0.7651,0.5381
3/13/1991,19.85,86.35,6.1645,0.7684,0.5385
3/14/1991,19.75,86.72,6.1621,0.7684,0.5386
3/15/1991,19,87.9,6.2271,0.7781,0.546
3/18/1991,18.45,88.91,6.3831,0.7949,0.5588
3/19/1991,18.85,89.64,6.4401,0.806,0.5664
3/20/1991,18.9,89.41,6.4097,0.8025,0.5627
3/21/1991,18.75,88.87,6.3929,0.797,0.5577
3/22/1991,19,89.47,6.4024,0.7984,0.5593
3/25/1991,18.65,91.08,6.4848,0.8116,0.5667
3/26/1991,18.45,91.04,6.6006,0.8196,0.5701
3/27/1991,18.05,91.87,6.6571,0.8272,0.5749
3/28/1991,17.85,92.02,6.6446,0.8289,0.575
3/29/1991,17.85,NA,6.6066,0.8242,0.5718
4/1/1991,17.85,90.81,6.6449,0.8257,0.5699
4/2/1991,17.5,90.35,6.5597,0.817,0.5656
4/3/1991,17.65,90.46,6.5048,0.8116,0.5615
4/4/1991,18.15,89.92,6.4976,0.8095,0.5604
4/5/1991,18.3,90.63,6.5153,0.813,0.5623
4/8/1991,18.85,90.95,6.5673,0.818,0.5653
4/9/1991,18.65,89.62,6.508,0.809,0.5585
4/10/1991,19.3,90.52,6.5271,0.8131,0.562
4/11/1991,19.55,89.94,6.5024,0.8093,0.5585
4/12/1991,19.9,90.36,6.5331,0.8143,0.5626
4/15/1991,20.05,89.64,6.4827,0.8108,0.559
4/16/1991,19.75,89.57,6.4873,0.8088,0.5591
4/17/1991,19.75,89.84,6.4857,0.8095,0.5612
4/18/1991,19.35,91.3,6.5477,0.8177,0.5643
4/19/1991,19.1,92.71,6.7422,0.84,0.5807
4/22/1991,19.65,93.81,6.8449,0.8544,0.5908
4/23/1991,19.65,92.93,6.7748,0.8455,0.5843
4/24/1991,19.55,93.15,6.7793,0.8489,0.5901
4/25/1991,19.65,93.26,6.7931,0.8471,0.5903
4/26/1991,19.55,93.46,6.8179,0.8496,0.5931
4/29/1991,19.9,93.31,6.8977,0.8605,0.5963
4/30/1991,19.7,91.54,6.7575,0.8347,0.58
5/1/1991,19.65,91.91,6.628,0.8318,0.5799
5/2/1991,19.65,92.27,6.7172,0.8372,0.5826
5/3/1991,19.65,93.44,6.792,0.8507,0.59
5/6/1991,19.65,92.69,6.7522,0.8457,0.5865
5/7/1991,19.85,92.07,6.7098,0.8376,0.5811
5/8/1991,19.85,92.6,6.72,0.8408,0.5821
5/9/1991,20.05,92.51,6.7782,0.8457,0.5869
5/10/1991,19.5,92.38,6.7321,0.8389,0.5817
5/13/1991,19.3,92.01,6.6946,0.832,0.5774
5/14/1991,18.9,91.29,6.6278,0.8266,0.5752
5/15/1991,18.85,90.79,6.5775,0.8218,0.5721
5/16/1991,18.9,91.15,6.5946,0.8261,0.5731
5/17/1991,18.6,92.95,6.7507,0.8401,0.5826
5/20/1991,18.95,92.72,6.7147,0.8394,0.5817
5/21/1991,19.05,91.82,6.6671,0.8333,0.5759
5/22/1991,18.55,92.26,6.7,0.8387,0.5792
5/23/1991,18.75,91.9,6.683,0.8346,0.5764
5/24/1991,18.85,91.74,6.657,0.8342,0.5779
5/27/1991,18.85,NA,6.6324,0.8317,0.5762
5/28/1991,18.9,91.16,6.6318,0.8275,0.5731
5/29/1991,18.8,92.02,6.6402,0.835,0.577
5/30/1991,18.7,92.18,6.6953,0.8372,0.5826
5/31/1991,18.95,93.13,6.7702,0.8446,0.5886
6/3/1991,19.05,93.44,6.813,0.8486,0.5891
6/4/1991,18.9,93.29,6.7821,0.8462,0.5872
6/5/1991,18.55,93.48,6.8117,0.8477,0.5901
6/6/1991,17.95,93.7,6.8276,0.851,0.5924
6/7/1991,18.35,94.56,6.898,0.8594,0.5983
6/10/1991,18.15,94.56,6.8967,0.8602,0.5988
6/11/1991,17.85,94.86,6.9149,0.8625,0.6017
6/12/1991,17.8,95.56,6.9675,0.8687,0.6077
6/13/1991,17.95,95.91,7.0223,0.8742,0.6105
6/14/1991,17.7,95.79,7.0046,0.8732,0.6098
6/17/1991,17.8,95.78,7.0397,0.8746,0.6148
6/18/1991,17.9,96.73,7.0496,0.8828,0.6202
6/19/1991,18,95.55,7.0046,0.8747,0.6126
6/20/1991,18.05,95.39,7.0003,0.874,0.6131
6/21/1991,18.35,95.81,7.0218,0.8768,0.6131
6/24/1991,18.2,95.05,6.9604,0.8703,0.6088
6/25/1991,18.15,95.55,7.0092,0.8747,0.6144
6/26/1991,18.15,95.3,6.9655,0.8698,0.6099
6/27/1991,18.2,95.51,6.9871,0.8742,0.6124
6/28/1991,18.2,96.06,7.0553,0.8786,0.6177
7/1/1991,18.5,96.81,7.0774,0.8839,0.6192
7/2/1991,18.6,97.15,7.1458,0.8926,0.6242
7/3/1991,18.5,97.07,7.1324,0.8938,0.6231
7/4/1991,18.5,NA,7.1573,0.8919,0.6231
7/5/1991,18.7,96.71,7.1225,0.8942,0.6188
7/8/1991,19.05,96.03,7.0731,0.8814,0.6143
7/9/1991,18.95,96.48,7.0847,0.8826,0.6163
7/10/1991,19.3,96.35,7.0799,0.8816,0.6167
7/11/1991,19.25,97.18,7.1417,0.8912,0.6217
7/12/1991,19.7,95.06,6.9976,0.8721,0.6062
7/15/1991,19.75,95.21,6.9849,0.8696,0.6051
7/16/1991,19.85,95.58,7.0055,0.8748,0.6077
7/17/1991,19.9,95.24,6.9773,0.8702,0.6051
7/18/1991,20.4,94.66,6.9055,0.863,0.5997
7/19/1991,20.2,93.48,6.8205,0.8509,0.5915
7/22/1991,20,94.17,6.8427,0.8551,0.5949
7/23/1991,19.65,94,6.8418,0.8531,0.5936
7/24/1991,19.35,93.23,6.7779,0.8455,0.5907
7/25/1991,19.6,94.19,6.8328,0.854,0.597
7/26/1991,19.75,93.52,6.7768,0.8503,0.5928
7/29/1991,19.65,93.75,6.8274,0.8564,0.5972
7/30/1991,19.5,94,6.8373,0.8512,0.5951
7/31/1991,19.65,93.49,6.8249,0.8496,0.5935
8/1/1991,19.75,93.98,6.8369,0.8557,0.5974
8/2/1991,19.45,93.36,6.8048,0.8475,0.5898
8/5/1991,19.45,92.34,6.7368,0.8386,0.5848
8/6/1991,19.45,91.88,6.6895,0.8338,0.5841
8/7/1991,19.3,92.01,6.6978,0.8343,0.5834
8/8/1991,19.7,92.3,6.7177,0.8384,0.5888
8/9/1991,19.6,92.86,6.7497,0.8417,0.5896
8/12/1991,19.65,92.7,6.755,0.8422,0.5889
8/13/1991,19.55,92.97,6.7705,0.8438,0.5907
8/14/1991,19.4,93.2,6.7896,0.8447,0.5926
8/15/1991,19.25,93.74,6.7728,0.8445,0.5924
8/16/1991,19.45,94.38,6.8773,0.8589,0.6017
8/19/1991,20.65,96.46,7.0776,0.8832,0.6133
8/20/1991,20.95,95.46,7.0156,0.8789,0.6103
8/21/1991,19.55,93.23,6.8694,0.8533,0.5963
8/22/1991,19.55,92.9,6.7477,0.8406,0.5894
8/23/1991,19.75,93.59,6.8496,0.8529,0.5981
8/26/1991,19.75,93.5,6.8345,0.8499,0.5956
8/27/1991,20,93.6,6.8298,0.8518,0.5951
8/28/1991,19.9,93.14,6.8018,0.8482,0.5917
8/29/1991,20.3,93.37,6.8079,0.8504,0.5947
8/30/1991,20.5,93.49,6.8248,0.8504,0.5949
9/2/1991,20.5,NA,6.8279,0.8504,0.5935
9/3/1991,20.6,92.97,6.7967,0.8466,0.591
9/4/1991,20.3,92.92,6.7901,0.8453,0.5903
9/5/1991,20.15,93,6.7956,0.8467,0.5907
9/6/1991,20.1,92.11,6.7874,0.8439,0.5889
9/9/1991,19.85,91.11,6.6503,0.8246,0.578
9/10/1991,19.95,91.17,6.6344,0.8266,0.578
9/11/1991,20,90.95,6.6343,0.8273,0.5795
9/12/1991,20.2,90.77,6.608,0.8238,0.5769
9/13/1991,20.35,90.78,6.6022,0.8213,0.5774
9/16/1991,20.5,90.34,6.568,0.8183,0.5749
9/17/1991,20.45,90.19,6.5681,0.8166,0.5739
9/18/1991,20.55,90.83,6.5969,0.8221,0.5775
9/19/1991,20.45,90.95,6.6098,0.8238,0.5785
9/20/1991,20.55,90.78,6.6165,0.8246,0.5789
9/23/1991,20.75,90.07,6.5353,0.8171,0.5734
9/24/1991,20.7,90.85,6.5401,0.8146,0.5731
9/25/1991,20.8,90.55,6.5705,0.8203,0.5769
9/26/1991,21,90.83,6.5609,0.8208,0.577
9/27/1991,21.3,90.12,6.5801,0.8196,0.5755
9/30/1991,21.45,89.9,6.5031,0.8129,0.5705
10/1/1991,21.25,90.02,6.5303,0.8141,0.5721
10/2/1991,21.3,89.85,6.5054,0.8114,0.5708
10/3/1991,21.75,89.52,6.5181,0.8129,0.5713
10/4/1991,21.75,90.06,6.5526,0.8197,0.575
10/7/1991,21.95,90.12,6.573,0.8196,0.5762
10/8/1991,21.95,90.95,6.6098,0.8256,0.5833
10/9/1991,22.4,90.6,6.6395,0.8291,0.5824
10/10/1991,22.2,90.81,6.6293,0.828,0.5829
10/11/1991,22.05,90.5,6.6226,0.8258,0.5816
10/14/1991,22.6,90.89,6.6371,0.8261,0.5826
10/15/1991,23.2,91.52,6.6951,0.8361,0.5875
10/16/1991,23.4,91.26,6.6598,0.8311,0.5845
10/17/1991,22.75,90.75,6.6647,0.8305,0.5846
10/18/1991,22.9,90.43,6.6304,0.8246,0.5797
10/21/1991,22.9,90.74,6.5969,0.8249,0.5817
10/22/1991,22.75,91.03,6.6419,0.8274,0.5833
10/23/1991,22.4,91.62,6.6769,0.8326,0.5863
10/24/1991,22.15,91.08,6.6672,0.8286,0.5839
10/25/1991,22.2,91.13,6.6623,0.8288,0.5843
10/28/1991,21.8,91.89,6.698,0.8348,0.587
10/29/1991,21.9,90.48,6.6328,0.827,0.5806
10/30/1991,21.85,89.89,6.5806,0.8144,0.5737
10/31/1991,22,89.93,6.5552,0.8166,0.5739
11/1/1991,22.5,88.7,6.5204,0.8119,0.5716
11/4/1991,22.7,88.44,6.3999,0.7981,0.5616
11/5/1991,22.35,88.54,6.4379,0.8034,0.565
11/6/1991,22.3,88.58,6.4253,0.8024,0.5645
11/7/1991,21.9,88.71,6.4129,0.7975,0.5618
11/8/1991,21.9,88.91,6.4399,0.8042,0.5658
11/11/1991,21.45,88.64,6.4354,0.8028,0.5651
11/12/1991,21.3,88.7,6.4129,0.7992,0.564
11/13/1991,21.4,88.54,6.4243,0.801,0.5647
11/14/1991,20.9,88.26,6.3996,0.7984,0.5632
11/15/1991,21.75,87.86,6.4302,0.8016,0.5653
11/18/1991,21.4,87.45,6.3069,0.7886,0.5585
11/19/1991,21.1,86.87,6.2775,0.7849,0.5566
11/20/1991,20.45,87.22,6.3029,0.7851,0.5568
11/21/1991,20.8,87.11,6.2851,0.783,0.5563
11/22/1991,20.15,86.63,6.25,0.782,0.5562
11/25/1991,19.65,86.65,6.242,0.7791,0.5557
11/26/1991,19.8,87.6,6.2479,0.7774,0.5565
11/27/1991,19.65,87.84,6.3526,0.792,0.5659
11/28/1991,19.65,NA,6.3419,0.7933,0.5656
11/29/1991,20.1,88.19,6.4065,0.7994,0.5666
12/2/1991,19.85,87.74,6.3327,0.7914,0.5629
12/3/1991,19.35,87.51,6.352,0.7931,0.5645
12/4/1991,19.2,87.11,6.3575,0.7917,0.5639
12/5/1991,19.05,86.63,6.2824,0.7834,0.5576
12/6/1991,19.05,85.75,6.1999,0.7744,0.5523
12/9/1991,18.1,86.01,6.2026,0.773,0.5536
12/10/1991,18.1,86.25,6.2223,0.7749,0.5531
12/11/1991,17.95,86.26,6.2431,0.7738,0.5525
12/12/1991,18.6,86.48,6.2203,0.7769,0.5528
12/13/1991,18.9,86.62,6.2452,0.7752,0.5504
12/16/1991,18.05,86.1,6.1996,0.7741,0.549
12/17/1991,18.25,86.02,6.1769,0.7734,0.5493
12/18/1991,18.1,85.8,6.1699,0.7715,0.5479
12/19/1991,18.2,85.48,6.1372,0.7671,0.5454
12/20/1991,17.6,84.46,6.0524,0.7562,0.5376
12/23/1991,17.6,83.72,5.9819,0.7485,0.5329
12/24/1991,17.9,83.88,5.9821,0.749,0.533
12/25/1991,17.9,NA,5.9821,0.749,0.533
12/26/1991,17.9,83.31,5.9386,0.7431,0.5304
12/27/1991,17.75,83.62,5.9854,0.7467,0.5326
12/30/1991,18.15,83.74,5.9855,0.748,0.5356
12/31/1991,17.75,83.52,5.9647,0.7477,0.5345
1/1/1992,17.75,NA,5.9647,0.7477,0.5345
1/2/1992,18.45,83.83,5.9826,0.7454,0.5355
1/3/1992,18.5,84.42,6.0723,0.7595,0.5416
1/6/1992,18.55,83.17,5.9776,0.7464,0.5328
1/7/1992,18.7,82.84,5.98,0.7442,0.534
1/8/1992,17.3,82.92,5.9655,0.7444,0.5342
1/9/1992,17.05,85.32,6.0418,0.7602,0.5469
1/10/1992,17.2,86.51,6.1873,0.7773,0.5574
1/13/1992,18.05,86.18,6.1994,0.7734,0.5546
1/14/1992,18.2,86.67,6.182,0.7801,0.5582
1/15/1992,18.55,88.18,6.3724,0.7953,0.5695
1/16/1992,18.8,87.83,6.3746,0.7947,0.568
1/17/1992,18.75,86.39,6.2905,0.7878,0.5629
1/20/1992,18.5,86.27,6.2577,0.7825,0.5583
1/21/1992,18.05,86.15,6.1998,0.775,0.5536
1/22/1992,17.95,86.26,6.2175,0.7775,0.5534
1/23/1992,18.1,86.94,6.2597,0.7815,0.5568
1/24/1992,18.3,86.37,6.2407,0.7771,0.5539
1/27/1992,18.55,87.41,6.3355,0.7906,0.5629
1/28/1992,18.55,87.05,6.2893,0.7817,0.5569
1/29/1992,18.45,86.98,6.2427,0.7789,0.5536
1/30/1992,18.25,87.58,6.3074,0.7915,0.5635
1/31/1992,18.2,87.49,6.3296,0.7858,0.5587
2/3/1992,18.4,87.08,6.2556,0.7817,0.5556
2/4/1992,18.4,86.7,6.2497,0.7801,0.5554
2/5/1992,18.2,86.25,6.2282,0.7773,0.5533
2/6/1992,18.6,86.1,6.1905,0.7748,0.5505
2/7/1992,18.5,85.29,6.133,0.7644,0.5441
2/10/1992,18.9,86.1,6.1596,0.7686,0.5476
2/11/1992,18.75,86.93,6.2323,0.7796,0.5551
2/12/1992,18.35,87.5,6.2804,0.785,0.5591
2/13/1992,18.65,88.28,6.34,0.7947,0.5648
2/14/1992,18.65,88.32,6.3854,0.797,0.5655
2/17/1992,18.65,NA,6.3599,0.7931,0.5637
2/18/1992,17.5,89.06,6.4535,0.8053,0.5711
2/19/1992,17.65,89.05,6.4473,0.805,0.5709
2/20/1992,17.95,89.09,6.4724,0.8038,0.5713
2/21/1992,17.9,89.65,6.4725,0.8074,0.5724
2/24/1992,17.75,89.44,6.4621,0.8057,0.5722
2/25/1992,17.4,89.75,6.4044,0.8068,0.5692
2/26/1992,17.4,89.2,6.4648,0.8076,0.5727
2/27/1992,17.55,88.72,6.4544,0.8048,0.5698
2/28/1992,17.45,88.99,6.4101,0.8002,0.5692
3/2/1992,17.45,89.2,6.4426,0.8032,0.5696
3/3/1992,17.2,89.97,6.4871,0.8089,0.5747
3/4/1992,17.3,90.51,6.5376,0.8152,0.5802
3/5/1992,17.45,90.69,6.5482,0.8182,0.5826
3/6/1992,17.25,90.48,6.5653,0.8167,0.5819
3/9/1992,17.35,90.26,6.5119,0.8131,0.5804
3/10/1992,17.4,90.72,6.5447,0.817,0.5829
3/11/1992,17.3,90.35,6.5232,0.8128,0.5797
3/12/1992,17.35,90.83,6.5701,0.818,0.5853
3/13/1992,17.8,90.84,6.5445,0.8158,0.5839
3/16/1992,17.75,90.51,6.5433,0.8161,0.5829
